Days,date time,Average of temp,Average of humid,Average of wind speed
24-Aug,9 AM,40.9,55.8,0.0
24-Aug,10 AM,42.6,50.8,0.0
24-Aug,11 AM,42.9,50.6,0.0
24-Aug,12 PM,43.0,50.1,0.4
24-Aug,1 PM,41.2,53.3,0.1
24-Aug,2 PM,38.5,60.4,0.1
24-Aug,3 PM,35.1,67.5,0.0
24-Aug,4 PM,34.7,69.0,0.0
24-Aug,5 PM,34.5,70.5,0.0
24-Aug,6 PM,33.9,71.9,0.0
24-Aug,7 PM,33.8,71.1,0.0
24-Aug,8 PM,33.2,71.3,0.1
24-Aug,9 PM,33.2,69.8,0.0
24-Aug,10 PM,33.5,68.4,0.0
24-Aug,11 PM,33.1,69.8,0.0
25-Aug,12 AM,32.8,71.1,0.0
25-Aug,1 AM,32.6,71.2,0.0
25-Aug,2 AM,32.6,71.2,0.0
25-Aug,3 AM,31.6,73.6,0.1
25-Aug,4 AM,31.9,72.6,0.0
25-Aug,5 AM,31.6,72.6,0.0
25-Aug,6 AM,31.6,72.6,0.0
25-Aug,7 AM,31.9,72.7,0.0
25-Aug,8 AM,30.9,73.4,0.3
25-Aug,9 AM,30.7,73.0,0.0
25-Aug,10 AM,31.4,72.3,0.0
25-Aug,11 AM,33.2,71.2,0.0
25-Aug,12 PM,36.7,65.4,0.0
25-Aug,1 PM,38.0,60.9,0.0
25-Aug,2 PM,39.5,57.1,0.0
25-Aug,3 PM,39.1,56.9,0.0
25-Aug,4 PM,37.7,61.0,0.0
25-Aug,5 PM,37.0,62.9,0.0
25-Aug,6 PM,36.2,64.9,0.0
25-Aug,7 PM,35.4,67.1,0.0
25-Aug,8 PM,35.1,67.5,0.0
25-Aug,9 PM,34.1,69.7,0.0
25-Aug,10 PM,31.1,71.3,0.9
25-Aug,11 PM,29.4,72.9,0.1
26-Aug,12 AM,30.0,72.9,0.0
26-Aug,1 AM,29.8,72.9,0.0
26-Aug,2 AM,30.2,72.5,0.0
26-Aug,3 AM,30.1,73.1,0.0
26-Aug,4 AM,29.9,73.8,0.1
26-Aug,5 AM,30.4,73.0,0.0
26-Aug,6 AM,30.9,72.1,0.0
26-Aug,7 AM,31.1,72.6,0.0
26-Aug,8 AM,32.4,70.3,0.0
26-Aug,9 AM,33.7,67.9,0.1
26-Aug,10 AM,35.9,63.6,0.1
26-Aug,11 AM,36.9,61.3,0.4
26-Aug,12 PM,38.9,57.7,0.2
26-Aug,1 PM,33.1,69.3,0.6
26-Aug,2 PM,32.5,71.5,0.0
26-Aug,3 PM,33.0,72.1,0.0
26-Aug,4 PM,33.8,70.6,0.0
26-Aug,5 PM,33.6,69.9,0.0
26-Aug,6 PM,33.2,70.4,0.3
26-Aug,7 PM,30.7,71.4,0.4
26-Aug,8 PM,30.6,72.6,0.0
26-Aug,9 PM,30.8,72.7,0.0
26-Aug,10 PM,30.9,72.5,0.0
26-Aug,11 PM,30.8,72.8,0.0
27-Aug,12 AM,30.8,72.7,0.0
27-Aug,1 AM,30.8,72.5,0.0
27-Aug,2 AM,30.4,72.8,0.0
27-Aug,3 AM,30.7,72.0,0.0
27-Aug,4 AM,30.8,71.9,0.0
27-Aug,5 AM,31.2,71.4,0.0
27-Aug,6 AM,32.1,70.3,0.0
27-Aug,7 AM,34.6,67.0,0.0
27-Aug,8 AM,37.0,61.3,0.2
27-Aug,9 AM,37.5,59.5,0.2
27-Aug,10 AM,38.9,56.4,0.1
27-Aug,11 AM,40.8,52.1,0.0
27-Aug,12 PM,40.8,50.8,0.0
27-Aug,1 PM,42.2,48.4,0.0
27-Aug,2 PM,44.9,43.1,0.0
27-Aug,3 PM,44.2,44.4,0.2
27-Aug,4 PM,39.8,55.1,0.5
27-Aug,5 PM,38.0,59.4,0.1
27-Aug,6 PM,37.2,61.7,0.0
27-Aug,7 PM,36.3,63.8,0.0
27-Aug,8 PM,35.4,65.5,0.0
27-Aug,9 PM,35.0,66.8,0.0
27-Aug,10 PM,34.9,67.4,0.0
27-Aug,11 PM,34.2,67.9,0.0
28-Aug,12 AM,33.7,67.6,0.0
28-Aug,1 AM,33.3,68.4,0.0
28-Aug,2 AM,33.1,68.6,0.0
28-Aug,3 AM,32.7,69.8,0.0
28-Aug,4 AM,32.5,70.0,0.0
28-Aug,5 AM,32.3,70.3,0.0
28-Aug,6 AM,33.3,69.2,0.0
28-Aug,7 AM,37.7,61.5,0.0
28-Aug,8 AM,40.6,53.6,0.0
28-Aug,9 AM,41.0,52.1,0.0
28-Aug,10 AM,42.0,50.6,0.0
28-Aug,11 AM,41.8,51.1,0.2
28-Aug,12 PM,42.0,50.2,0.3
28-Aug,1 PM,42.7,48.1,0.2
28-Aug,2 PM,38.3,54.9,0.6
28-Aug,3 PM,36.7,59.6,0.3
28-Aug,4 PM,38.1,58.0,0.2
28-Aug,5 PM,41.0,51.9,0.0
28-Aug,6 PM,37.8,58.4,0.0
28-Aug,7 PM,36.3,63.6,0.0
28-Aug,8 PM,35.3,65.2,0.0
28-Aug,9 PM,34.9,65.2,0.0
28-Aug,10 PM,34.7,66.1,0.0
28-Aug,11 PM,34.4,66.1,0.0
29-Aug,12 AM,33.5,68.7,0.0
29-Aug,1 AM,33.2,69.3,0.0
29-Aug,2 AM,33.0,69.5,0.0
29-Aug,3 AM,32.7,69.7,0.0
29-Aug,4 AM,32.8,69.4,0.0
29-Aug,5 AM,32.4,70.8,0.2
29-Aug,6 AM,31.4,73.5,0.3
29-Aug,7 AM,31.0,73.2,0.3
29-Aug,8 AM,33.2,69.7,0.0
29-Aug,9 AM,35.6,64.8,0.0
29-Aug,10 AM,38.4,59.7,0.0
29-Aug,11 AM,39.4,54.8,0.3
29-Aug,12 PM,40.1,52.1,0.3
29-Aug,1 PM,41.0,49.7,0.3
29-Aug,2 PM,42.2,47.5,0.3
29-Aug,3 PM,41.3,48.5,0.3
29-Aug,4 PM,37.9,57.9,0.4
29-Aug,5 PM,34.5,67.4,0.0
29-Aug,6 PM,34.2,67.8,0.1
29-Aug,7 PM,33.5,69.3,0.0
29-Aug,8 PM,32.1,72.3,0.1
29-Aug,9 PM,31.9,72.5,0.0
29-Aug,10 PM,32.0,72.5,0.0
29-Aug,11 PM,31.7,72.6,0.0
30-Aug,12 AM,31.8,72.7,0.0
30-Aug,1 AM,31.7,72.5,0.0
30-Aug,2 AM,31.8,72.4,0.0
30-Aug,3 AM,31.5,72.6,0.0
30-Aug,4 AM,31.4,72.5,0.0
30-Aug,5 AM,31.2,72.5,0.0
30-Aug,6 AM,31.6,72.3,0.0
30-Aug,7 AM,35.7,67.4,0.0
30-Aug,8 AM,38.1,62.7,0.0
30-Aug,9 AM,39.9,57.6,0.0
30-Aug,10 AM,41.2,53.6,0.0
30-Aug,11 AM,40.9,53.4,0.1
30-Aug,12 PM,41.1,50.8,0.3
30-Aug,1 PM,42.1,47.8,0.2
30-Aug,2 PM,42.3,48.2,0.0
30-Aug,3 PM,41.3,50.4,0.0
30-Aug,4 PM,40.9,52.3,0.0
30-Aug,5 PM,39.2,56.5,0.0
30-Aug,6 PM,38.0,60.0,0.0
30-Aug,7 PM,36.8,64.4,0.0
30-Aug,8 PM,35.9,65.6,0.0
30-Aug,9 PM,35.3,65.6,0.0
30-Aug,10 PM,34.9,66.5,0.0
30-Aug,11 PM,34.3,67.4,0.0
1-Sep,12 AM,31.1,71.9,0.0
1-Sep,1 AM,31.0,71.5,0.0
1-Sep,2 AM,30.8,71.7,0.0
1-Sep,3 AM,30.7,71.8,0.0
1-Sep,4 AM,30.7,71.8,0.0
1-Sep,5 AM,30.5,71.6,0.0
1-Sep,6 AM,30.9,71.1,0.0
1-Sep,7 AM,33.9,68.0,0.0
1-Sep,8 AM,38.6,58.5,0.0
1-Sep,9 AM,40.6,50.9,0.0
1-Sep,10 AM,41.4,49.9,0.0
1-Sep,11 AM,41.7,49.7,0.0
1-Sep,12 PM,41.7,51.2,0.1
1-Sep,1 PM,43.2,48.2,0.0
1-Sep,2 PM,44.3,46.6,0.0
1-Sep,6 PM,43.6,48.3,0.1
6-Sep,6 AM,30.2,77.6,0.0
6-Sep,7 AM,35.4,66.1,0.0
6-Sep,8 AM,39.2,58.3,0.0
6-Sep,9 AM,39.2,55.6,0.0
6-Sep,10 AM,40.2,53.1,0.0
6-Sep,11 AM,39.1,57.4,0.0
7-Sep,6 AM,29.5,81.3,0.0
7-Sep,7 AM,32.9,72.2,0.0
7-Sep,8 AM,36.3,64.9,0.0
7-Sep,9 AM,36.7,63.2,0.1
7-Sep,10 AM,37.9,60.6,0.3
7-Sep,11 AM,39.1,58.1,0.4
7-Sep,12 PM,50.0,55.8,0.6
8-Sep,7 AM,28.4,84.7,0.0
8-Sep,3 PM,47.7,71.0,0.0
8-Sep,4 PM,32.9,70.2,0.1
8-Sep,5 PM,32.3,71.3,0.0
8-Sep,6 PM,31.8,72.2,0.0
8-Sep,7 PM,31.3,72.8,0.0
8-Sep,8 PM,31.3,72.7,0.0
8-Sep,9 PM,31.5,72.6,0.0
8-Sep,10 PM,31.6,72.6,0.0
8-Sep,11 PM,31.6,72.5,0.0
9-Sep,12 AM,31.8,72.1,0.0
9-Sep,1 AM,31.8,72.3,0.0
9-Sep,6 AM,29.3,84.2,0.0
10-Sep,7 AM,32.5,70.7,0.0
10-Sep,8 AM,34.0,67.6,0.0
10-Sep,9 AM,35.8,63.2,0.0
10-Sep,10 AM,37.2,60.3,0.0
10-Sep,11 AM,39.3,54.8,0.1
10-Sep,12 PM,40.8,51.2,0.3
10-Sep,1 PM,41.4,50.3,0.3
11-Sep,6 AM,31.1,77.2,0.0
12-Sep,6 AM,29.3,79.9,0.0
12-Sep,7 AM,32.8,72.2,0.0
12-Sep,8 AM,35.8,66.0,0.0
12-Sep,9 AM,38.9,58.4,0.0
12-Sep,10 AM,41.1,52.0,0.0
12-Sep,11 AM,39.8,53.7,0.2
15-Sep,7 AM,34.2,70.7,0.0
15-Sep,8 AM,35.3,66.4,0.0
17-Sep,6 AM,29.5,85.7,0.0
17-Sep,7 AM,32.4,76.2,0.0
18-Sep,7 AM,31.3,78.6,0.0
18-Sep,8 AM,32.8,72.8,0.0
18-Sep,9 AM,34.7,68.6,0.0
18-Sep,10 AM,37.1,63.7,0.0
18-Sep,11 AM,39.5,59.2,0.0
18-Sep,12 PM,40.6,56.4,0.0
18-Sep,1 PM,38.5,57.4,0.5
18-Sep,2 PM,34.7,67.4,0.0
18-Sep,3 PM,36.5,63.6,0.0
18-Sep,4 PM,38.2,59.8,0.0
18-Sep,5 PM,37.1,62.6,0.0
18-Sep,6 PM,35.6,66.3,0.0
20-Sep,7 AM,30.5,82.9,0.0
20-Sep,8 AM,33.3,73.8,0.0
20-Sep,9 AM,33.8,70.8,0.0
20-Sep,10 AM,36.0,67.1,0.0
20-Sep,11 AM,38.1,61.1,0.0
20-Sep,12 PM,38.4,58.8,0.4
20-Sep,1 PM,40.1,54.8,0.5
20-Sep,2 PM,41.1,52.6,0.5
20-Sep,3 PM,41.2,52.2,0.5
20-Sep,4 PM,40.4,52.6,0.4
20-Sep,5 PM,38.9,55.4,0.1
20-Sep,6 PM,37.7,57.7,0.0
22-Sep,7 AM,32.5,76.6,0.0
22-Sep,8 AM,36.4,65.5,0.0
22-Sep,9 AM,36.5,64.9,0.0
22-Sep,10 AM,38.0,61.3,0.0
22-Sep,11 AM,39.6,57.4,0.1
22-Sep,12 PM,40.1,56.3,0.2
22-Sep,1 PM,40.0,55.9,0.1
22-Sep,2 PM,38.6,58.8,0.0
22-Sep,3 PM,36.4,62.9,0.1
22-Sep,4 PM,35.3,65.5,0.0
22-Sep,5 PM,35.1,65.6,0.0
22-Sep,6 PM,34.5,66.6,0.0
23-Sep,6 AM,25.7,99.6,0.0
23-Sep,7 AM,32.9,75.3,0.0
23-Sep,8 AM,36.6,66.8,0.0
23-Sep,9 AM,38.5,61.1,0.0
23-Sep,10 AM,38.7,59.1,0.1
23-Sep,11 AM,38.5,59.5,0.2
23-Sep,12 PM,40.0,54.8,0.1
23-Sep,1 PM,42.2,50.7,0.0
23-Sep,2 PM,42.1,51.1,0.0
23-Sep,3 PM,41.6,52.5,0.0
23-Sep,4 PM,40.2,55.1,0.0
24-Sep,8 AM,33.3,76.2,0.0
24-Sep,9 AM,35.1,71.0,0.0
25-Sep,7 AM,28.9,91.0,0.0
25-Sep,8 AM,31.5,80.5,0.0
26-Sep,7 AM,31.8,77.5,0.0
26-Sep,8 AM,34.0,70.2,0.3
26-Sep,1 PM,30.9,75.0,0.0
26-Sep,2 PM,33.4,70.8,0.0
26-Sep,3 PM,34.3,68.0,0.0
26-Sep,4 PM,33.1,70.5,0.0
26-Sep,5 PM,32.2,72.3,0.0
27-Sep,7 AM,30.9,80.9,0.0
27-Sep,8 AM,35.7,68.4,0.0
27-Sep,9 AM,36.5,65.2,0.1
27-Sep,10 AM,37.0,63.2,0.2
27-Sep,11 AM,38.3,60.1,0.1
2-Oct,7 AM,31.1,83.1,0.0
3-Oct,7 AM,31.8,80.3,0.0
3-Oct,12 PM,31.2,76.2,2.1
4-Oct,10 AM,39.3,55.7,0.5
4-Oct,11 AM,38.8,55.1,1.3
4-Oct,12 PM,38.6,55.6,1.4
4-Oct,1 PM,43.3,54.0,0.6
5-Oct,10 AM,41.3,55.2,1.1
5-Oct,12 PM,40.8,52.2,0.8
5-Oct,1 PM,47.7,52.9,0.7
5-Oct,2 PM,47.1,51.0,0.2
5-Oct,3 PM,40.4,53.6,0.0
5-Oct,4 PM,39.4,55.6,0.0
5-Oct,5 PM,38.4,59.1,0.0
6-Oct,7 AM,33.2,72.0,0.0
6-Oct,8 AM,35.6,66.5,0.0
6-Oct,9 AM,36.9,62.9,0.4
6-Oct,10 AM,36.9,62.3,0.7
6-Oct,12 PM,39.4,54.9,1.0
6-Oct,3 PM,44.6,45.4,0.2
6-Oct,4 PM,44.9,43.9,0.2
6-Oct,5 PM,41.5,51.3,0.6
7-Oct,1 PM,36.1,60.9,0.2
8-Oct,9 AM,36.9,57.1,0.2
9-Oct,11 AM,38.0,61.6,0.1
9-Oct,2 PM,36.5,66.0,0.1
9-Oct,3 PM,38.3,65.2,0.0
10-Oct,10 AM,38.3,58.9,0.0
10-Oct,1 PM,41.8,54.2,0.0
10-Oct,2 PM,40.8,56.1,0.0
13-Oct,12 PM,44.6,38.3,0.0
13-Oct,1 PM,44.9,38.4,0.1
13-Oct,2 PM,44.9,36.9,0.0
19-Oct,1 PM,28.7,48.6,20.0
19-Oct,2 PM,35.2,46.2,5.4
19-Oct,3 PM,42.8,38.4,0.0
19-Oct,4 PM,42.9,38.4,0.0
19-Oct,5 PM,40.4,43.2,0.0
19-Oct,6 PM,37.4,47.5,0.0
19-Oct,7 PM,35.7,49.7,0.1
19-Oct,8 PM,34.5,52.0,0.0
19-Oct,9 PM,33.2,54.6,0.2
19-Oct,10 PM,32.8,55.4,0.0
19-Oct,11 PM,32.1,56.8,0.1
20-Oct,12 AM,31.4,58.2,0.2
20-Oct,1 AM,31.0,59.6,0.0
20-Oct,2 AM,29.8,64.1,0.0
20-Oct,3 AM,29.8,64.4,0.0
20-Oct,4 AM,28.8,69.0,0.0
20-Oct,5 AM,29.0,66.4,0.1
20-Oct,6 AM,29.9,64.3,0.0
20-Oct,7 AM,32.9,60.4,0.0
20-Oct,8 AM,35.2,51.7,0.5
20-Oct,9 AM,36.6,46.6,0.8
20-Oct,10 AM,38.2,45.0,0.5
20-Oct,11 AM,39.8,39.9,0.8
20-Oct,12 PM,41.2,39.0,0.4
1-Nov,12 AM,31.3,61.5,0.0
1-Nov,1 AM,30.3,63.6,0.3
1-Nov,2 AM,31.6,56.6,0.7
1-Nov,3 AM,31.7,56.1,0.1
1-Nov,4 AM,31.0,58.0,0.9
1-Nov,5 AM,30.8,57.5,1.5
1-Nov,6 AM,30.7,58.8,0.7
1-Nov,7 AM,31.9,55.4,1.4
1-Nov,8 AM,34.4,47.1,1.6
1-Nov,9 AM,36.4,44.9,0.9
1-Nov,10 AM,37.5,41.9,1.4
1-Nov,11 AM,39.4,38.5,1.0
1-Nov,12 PM,40.1,37.3,0.9
1-Nov,1 PM,42.9,34.1,0.2
1-Nov,2 PM,44.9,32.1,0.1
1-Nov,3 PM,46.2,31.6,0.0
1-Nov,4 PM,44.5,34.1,0.0
1-Nov,5 PM,39.8,43.1,0.0
1-Nov,6 PM,37.3,48.5,0.0
1-Nov,7 PM,35.4,50.4,0.0
1-Nov,8 PM,34.0,50.7,0.0
1-Nov,9 PM,32.4,55.1,0.0
1-Nov,10 PM,31.0,58.4,0.0
1-Nov,11 PM,30.4,59.5,0.0
2-Nov,12 AM,29.3,62.1,0.0
2-Nov,1 AM,28.6,64.1,0.0
2-Nov,2 AM,27.9,65.7,0.0
2-Nov,3 AM,27.3,67.3,0.0
2-Nov,4 AM,27.1,67.3,0.0
2-Nov,5 AM,26.6,68.3,0.0
2-Nov,6 AM,27.1,67.8,0.0
2-Nov,7 AM,31.6,58.6,0.0
2-Nov,8 AM,35.9,49.2,0.0
2-Nov,9 AM,37.5,43.6,0.2
2-Nov,10 AM,39.2,40.0,0.1
2-Nov,11 AM,41.7,37.5,0.0
2-Nov,12 PM,42.6,36.2,0.0
2-Nov,1 PM,44.1,33.8,0.1
2-Nov,2 PM,43.1,36.4,0.6
2-Nov,3 PM,43.2,36.1,0.3
2-Nov,4 PM,43.1,36.9,0.0
2-Nov,5 PM,41.3,39.8,0.0
2-Nov,6 PM,37.4,49.6,0.0
2-Nov,7 PM,34.2,57.8,0.0
2-Nov,8 PM,33.2,56.4,0.0
2-Nov,9 PM,32.4,57.5,0.0
2-Nov,10 PM,30.8,59.2,0.0
2-Nov,11 PM,30.4,59.4,0.0
3-Nov,12 AM,29.7,61.2,0.0
3-Nov,1 AM,28.8,62.4,0.0
3-Nov,2 AM,28.2,63.7,0.0
3-Nov,3 AM,27.7,66.3,0.0
3-Nov,4 AM,27.7,65.5,0.0
3-Nov,5 AM,27.4,65.9,0.0
3-Nov,6 AM,27.5,66.1,0.0
3-Nov,7 AM,31.2,58.1,0.0
3-Nov,8 AM,37.0,48.2,0.0
3-Nov,9 AM,39.7,42.8,0.0
3-Nov,10 AM,40.2,37.4,0.1
3-Nov,11 AM,41.3,35.0,0.0
3-Nov,12 PM,41.9,35.1,0.0
3-Nov,1 PM,43.6,33.5,0.0
3-Nov,2 PM,44.0,33.1,0.0
3-Nov,3 PM,44.0,33.1,0.0
3-Nov,4 PM,44.6,31.9,0.0
3-Nov,5 PM,41.6,37.6,0.0
3-Nov,6 PM,37.2,48.2,0.0
3-Nov,7 PM,34.5,52.9,0.0
3-Nov,8 PM,33.4,48.0,0.0
3-Nov,9 PM,32.1,49.6,0.0
3-Nov,10 PM,31.4,47.3,0.0
3-Nov,11 PM,30.9,47.7,0.0
4-Nov,12 AM,30.4,48.1,0.0
4-Nov,1 AM,29.6,48.1,0.0
4-Nov,2 AM,30.2,46.0,0.0
4-Nov,3 AM,30.2,43.5,0.0
4-Nov,4 AM,30.4,43.1,0.0
4-Nov,5 AM,28.2,51.1,0.0
4-Nov,6 AM,28.7,49.9,0.0
4-Nov,7 AM,33.8,41.2,0.0
4-Nov,8 AM,36.3,35.9,0.1
4-Nov,9 AM,37.5,33.2,1.1
4-Nov,10 AM,38.8,32.6,1.1
4-Nov,11 AM,39.5,32.0,1.3
4-Nov,12 PM,39.8,31.6,1.3
4-Nov,1 PM,41.2,30.5,0.9
4-Nov,2 PM,41.9,30.5,1.1
4-Nov,3 PM,42.1,31.4,1.1
4-Nov,4 PM,41.6,32.6,0.4
4-Nov,5 PM,40.0,35.2,0.0
4-Nov,6 PM,37.2,39.2,0.0
4-Nov,7 PM,35.2,42.8,0.0
4-Nov,8 PM,33.9,45.5,0.0
4-Nov,9 PM,33.3,45.6,0.0
4-Nov,10 PM,31.2,53.9,0.0
4-Nov,11 PM,30.3,56.0,0.0
5-Nov,12 AM,29.6,58.0,0.0
5-Nov,1 AM,29.1,59.3,0.0
5-Nov,2 AM,29.0,58.7,0.0
5-Nov,3 AM,28.8,58.5,0.0
5-Nov,4 AM,28.6,60.0,0.0
5-Nov,5 AM,28.4,60.7,0.2
5-Nov,6 AM,29.0,59.9,0.0
5-Nov,7 AM,33.3,53.3,0.0
5-Nov,8 AM,37.5,47.4,0.0
5-Nov,9 AM,39.8,43.8,0.0
5-Nov,10 AM,41.0,41.7,0.0
5-Nov,11 AM,43.2,39.3,0.0
5-Nov,12 PM,41.4,43.0,0.2
5-Nov,1 PM,41.6,42.8,0.1
5-Nov,2 PM,42.7,40.9,0.0
5-Nov,3 PM,43.5,38.0,0.1
5-Nov,4 PM,41.3,42.1,0.0
5-Nov,5 PM,38.2,46.0,0.1
5-Nov,6 PM,36.5,49.6,0.1
5-Nov,7 PM,34.4,56.5,0.1
5-Nov,8 PM,33.5,58.5,0.2
5-Nov,9 PM,33.0,59.9,0.1
5-Nov,10 PM,32.7,61.0,0.0
5-Nov,11 PM,32.8,60.7,0.0
6-Nov,12 AM,31.9,63.0,0.0
6-Nov,1 AM,31.5,64.0,0.0
6-Nov,2 AM,31.0,64.6,0.0
6-Nov,3 AM,31.2,64.6,0.0
6-Nov,4 AM,30.7,66.0,0.0
6-Nov,5 AM,30.3,67.8,0.0
6-Nov,6 AM,30.4,68.4,0.0
6-Nov,7 AM,34.1,60.3,0.0
6-Nov,8 AM,37.9,50.7,0.0
6-Nov,9 AM,39.5,46.8,0.0
6-Nov,10 AM,42.7,41.7,0.0
6-Nov,11 AM,42.2,41.8,0.0
6-Nov,12 PM,41.6,42.8,0.1
6-Nov,1 PM,41.4,42.7,0.2
6-Nov,2 PM,40.4,44.5,0.4
6-Nov,3 PM,39.9,46.1,0.2
6-Nov,4 PM,39.4,48.3,0.0
6-Nov,5 PM,38.5,51.4,0.0
6-Nov,6 PM,37.3,55.4,0.0
6-Nov,7 PM,36.4,59.0,0.0
6-Nov,8 PM,35.7,60.6,0.0
6-Nov,9 PM,34.7,59.0,0.0
6-Nov,10 PM,34.4,59.0,0.0
6-Nov,11 PM,34.0,61.6,0.0
7-Nov,12 AM,33.1,64.8,0.0
7-Nov,1 AM,32.3,67.2,0.0
7-Nov,2 AM,32.0,66.9,0.0
7-Nov,3 AM,32.0,64.7,0.0
7-Nov,4 AM,32.6,62.3,0.0
7-Nov,5 AM,32.1,64.1,0.0
