Days,date time,Average of temp,Average of humid,Average of wind speed
20-Mar,5 AM,29.9,68.6,0.0
20-Mar,6 AM,30.2,67.8,0.0
20-Mar,7 AM,31.6,65.6,0.0
20-Mar,8 AM,35.5,60.0,0.2
20-Mar,9 AM,36.6,57.0,0.5
20-Mar,10 AM,38.0,55.3,0.6
20-Mar,11 AM,40.5,50.3,0.5
20-Mar,12 PM,41.7,46.7,0.3
20-Mar,1 PM,43.0,44.1,0.3
20-Mar,2 PM,45.0,39.8,0.3
20-Mar,3 PM,43.3,42.7,0.3
20-Mar,4 PM,42.8,43.2,0.2
20-Mar,5 PM,40.7,48.2,0.1
20-Mar,6 PM,37.3,56.3,0.8
20-Mar,7 PM,36.4,58.3,0.0
20-Mar,8 PM,35.7,59.5,0.0
20-Mar,9 PM,35.3,60.3,0.0
20-Mar,10 PM,34.8,61.4,0.0
20-Mar,11 PM,34.2,62.7,0.0
21-Mar,12 AM,33.7,64.1,0.0
21-Mar,1 AM,33.4,64.4,0.0
21-Mar,2 AM,33.3,64.4,0.0
21-Mar,3 AM,33.5,64.2,0.0
21-Mar,4 AM,33.6,64.2,0.0
21-Mar,5 AM,33.3,64.8,0.0
21-Mar,6 AM,33.0,65.8,0.0
21-Mar,7 AM,34.3,64.1,0.0
21-Mar,8 AM,36.6,59.9,0.2
21-Mar,9 AM,39.6,52.4,0.3
21-Mar,10 AM,39.6,51.4,0.7
21-Mar,11 AM,40.3,50.1,0.5
21-Mar,12 PM,41.3,48.5,0.3
21-Mar,1 PM,41.3,47.7,0.7
21-Mar,2 PM,40.5,50.4,1.2
21-Mar,3 PM,38.1,55.5,0.7
21-Mar,4 PM,37.2,57.5,0.0
21-Mar,5 PM,37.4,56.8,0.0
21-Mar,6 PM,36.3,59.6,0.0
21-Mar,7 PM,35.3,61.5,0.0
21-Mar,8 PM,34.5,62.5,0.0
21-Mar,9 PM,34.4,62.8,0.0
21-Mar,10 PM,33.5,64.3,0.1
21-Mar,11 PM,33.1,64.1,0.3
22-Mar,12 AM,33.5,62.6,0.1
22-Mar,1 AM,34.1,62.0,0.0
22-Mar,2 AM,33.6,63.4,0.0
22-Mar,3 AM,33.1,64.6,0.0
22-Mar,4 AM,32.5,65.7,0.0
22-Mar,5 AM,32.1,66.1,0.1
22-Mar,6 AM,32.5,65.3,0.0
22-Mar,7 AM,35.2,62.1,0.0
22-Mar,8 AM,37.8,57.4,0.4
22-Mar,9 AM,39.2,53.7,0.4
22-Mar,10 AM,40.8,49.6,0.3
22-Mar,11 AM,42.0,45.6,0.5
22-Mar,12 PM,42.4,44.2,0.5
22-Mar,1 PM,42.3,45.0,0.5
22-Mar,2 PM,39.0,52.3,0.3
22-Mar,3 PM,39.3,53.7,0.4
22-Mar,4 PM,41.0,49.6,0.6
22-Mar,5 PM,37.8,57.0,0.3
22-Mar,6 PM,36.8,59.0,0.0
22-Mar,7 PM,36.3,60.0,0.0
22-Mar,8 PM,36.1,60.8,0.0
22-Mar,9 PM,34.6,63.4,0.3
22-Mar,10 PM,33.2,65.4,0.6
22-Mar,11 PM,31.9,69.7,0.8
23-Mar,12 AM,32.4,67.3,0.1
23-Mar,1 AM,32.5,67.3,0.0
23-Mar,2 AM,32.1,67.8,0.0
23-Mar,3 AM,32.0,66.9,0.0
23-Mar,4 AM,32.1,66.8,0.0
23-Mar,5 AM,32.5,66.2,0.0
23-Mar,6 AM,32.5,66.6,0.0
23-Mar,7 AM,33.7,65.4,0.0
23-Mar,8 AM,34.7,64.0,0.0
23-Mar,9 AM,35.1,63.6,0.1
23-Mar,10 AM,37.2,60.0,0.3
23-Mar,11 AM,40.5,53.4,0.1
23-Mar,12 PM,43.2,45.7,0.1
23-Mar,1 PM,43.7,44.1,0.1
23-Mar,2 PM,45.2,40.8,0.2
23-Mar,3 PM,42.0,46.2,0.4
23-Mar,4 PM,40.6,50.1,0.3
23-Mar,5 PM,39.4,52.9,0.4
23-Mar,6 PM,36.9,59.3,0.1
23-Mar,7 PM,36.5,59.0,0.1
23-Mar,8 PM,35.8,60.0,0.0
23-Mar,9 PM,35.6,60.7,0.0
23-Mar,10 PM,35.1,62.1,0.0
23-Mar,11 PM,34.8,62.6,0.0
24-Mar,12 AM,34.3,64.1,0.0
24-Mar,1 AM,33.9,65.0,0.0
24-Mar,2 AM,33.5,65.4,0.0
24-Mar,3 AM,32.8,66.4,0.0
24-Mar,4 AM,32.0,68.1,0.0
24-Mar,5 AM,32.4,66.7,0.0
24-Mar,6 AM,32.3,67.2,0.0
24-Mar,7 AM,35.2,62.2,0.0
24-Mar,8 AM,37.6,56.7,0.1
24-Mar,9 AM,40.0,51.3,0.0
24-Mar,10 AM,41.6,47.4,0.0
24-Mar,11 AM,42.9,43.8,0.1
24-Mar,12 PM,44.0,42.1,0.1
24-Mar,1 PM,44.9,40.5,0.4
24-Mar,2 PM,37.2,54.5,1.2
24-Mar,3 PM,37.6,55.1,0.1
24-Mar,4 PM,38.2,55.3,0.0
24-Mar,5 PM,38.8,53.7,0.0
24-Mar,6 PM,37.4,56.9,0.0
24-Mar,7 PM,36.4,59.5,0.0
24-Mar,8 PM,35.8,60.7,0.0
24-Mar,9 PM,34.9,62.5,0.0
24-Mar,10 PM,34.6,63.4,0.0
24-Mar,11 PM,34.3,63.5,0.0
25-Mar,12 AM,34.0,63.3,0.0
25-Mar,1 AM,33.6,63.9,0.0
25-Mar,2 AM,33.3,64.6,0.0
25-Mar,3 AM,32.8,66.2,0.0
25-Mar,4 AM,32.7,66.6,0.0
25-Mar,5 AM,33.0,65.7,0.0
25-Mar,6 AM,33.0,65.9,0.0
25-Mar,7 AM,35.4,62.6,0.0
25-Mar,8 AM,37.0,59.8,0.1
25-Mar,9 AM,39.0,56.2,0.1
25-Mar,10 AM,40.6,51.6,0.1
25-Mar,11 AM,42.3,46.9,0.1
25-Mar,12 PM,43.2,44.6,0.2
25-Mar,1 PM,44.1,42.4,0.1
25-Mar,2 PM,43.5,44.7,1.4
25-Mar,3 PM,41.0,48.1,0.4
25-Mar,4 PM,42.0,46.9,0.1
25-Mar,5 PM,40.3,51.1,0.0
25-Mar,6 PM,38.2,56.1,0.0
25-Mar,7 PM,37.5,58.1,0.0
25-Mar,8 PM,36.7,59.7,0.0
25-Mar,9 PM,36.1,61.4,0.0
25-Mar,10 PM,35.6,61.8,0.0
25-Mar,11 PM,35.1,62.3,0.0
26-Mar,12 AM,34.7,63.1,0.0
26-Mar,1 AM,34.4,63.7,0.0
26-Mar,2 AM,33.8,64.3,0.0
26-Mar,3 AM,33.5,64.7,0.0
26-Mar,4 AM,33.2,65.1,0.0
26-Mar,5 AM,32.9,65.8,0.0
26-Mar,6 AM,32.9,66.2,0.0
26-Mar,7 AM,36.4,60.5,0.0
26-Mar,8 AM,40.6,52.2,0.0
26-Mar,9 AM,41.8,48.4,0.1
26-Mar,10 AM,42.7,45.4,0.1
26-Mar,11 AM,43.4,43.2,0.2
26-Mar,12 PM,43.3,41.7,0.3
26-Mar,1 PM,44.4,38.3,0.2
26-Mar,2 PM,46.5,36.0,0.1
26-Mar,3 PM,48.0,35.1,0.1
26-Mar,4 PM,48.1,35.3,0.0
26-Mar,5 PM,46.6,37.7,0.0
26-Mar,6 PM,43.5,43.3,0.0
26-Mar,7 PM,41.1,49.9,0.1
26-Mar,8 PM,38.5,54.7,0.3
26-Mar,9 PM,37.9,56.1,0.0
26-Mar,10 PM,37.2,57.6,0.0
26-Mar,11 PM,36.3,59.3,0.0
27-Mar,12 AM,35.8,60.6,0.0
27-Mar,1 AM,35.1,62.4,0.0
27-Mar,2 AM,35.1,62.6,0.0
27-Mar,3 AM,34.8,63.0,0.0
27-Mar,4 AM,34.1,64.4,0.0
27-Mar,5 AM,33.7,65.1,0.0
27-Mar,6 AM,34.0,64.8,0.0
27-Mar,7 AM,37.2,60.1,0.0
27-Mar,8 AM,39.6,54.8,0.1
27-Mar,9 AM,41.8,48.0,0.0
27-Mar,10 AM,43.3,44.5,0.1
27-Mar,11 AM,43.5,43.3,0.1
27-Mar,12 PM,43.9,42.4,0.3
27-Mar,1 PM,45.1,40.1,0.3
27-Mar,2 PM,46.2,39.2,0.3
27-Mar,3 PM,47.3,38.5,0.1
27-Mar,4 PM,47.4,38.5,0.1
27-Mar,5 PM,46.8,38.1,0.0
27-Mar,6 PM,42.9,43.1,0.0
27-Mar,7 PM,40.2,48.0,0.4
27-Mar,8 PM,39.2,50.9,0.0
27-Mar,9 PM,38.2,54.0,0.0
27-Mar,10 PM,37.4,56.6,0.0
27-Mar,11 PM,36.5,58.8,0.0
28-Mar,12 AM,35.8,59.8,0.0
28-Mar,1 AM,35.9,60.1,0.0
28-Mar,2 AM,35.5,61.6,0.0
28-Mar,3 AM,34.9,62.5,0.0
28-Mar,4 AM,34.2,63.8,0.0
28-Mar,5 AM,33.8,66.3,0.1
28-Mar,6 AM,33.9,66.5,0.3
28-Mar,7 AM,33.4,65.6,0.9
28-Mar,8 AM,35.3,59.9,0.9
28-Mar,9 AM,37.8,52.8,1.1
28-Mar,10 AM,40.0,48.7,1.0
28-Mar,11 AM,41.0,46.8,0.9
28-Mar,12 PM,41.9,44.9,0.8
28-Mar,1 PM,43.6,42.2,0.7
28-Mar,2 PM,44.7,40.0,0.5
28-Mar,3 PM,46.6,36.3,0.4
28-Mar,4 PM,46.7,36.4,0.5
28-Mar,5 PM,44.9,38.2,0.4
28-Mar,6 PM,40.5,45.7,0.5
28-Mar,7 PM,38.0,51.3,0.2
28-Mar,8 PM,35.6,58.2,0.2
28-Mar,9 PM,35.3,59.3,0.1
28-Mar,10 PM,34.9,59.7,0.1
28-Mar,11 PM,35.2,57.7,0.1
29-Mar,12 AM,35.0,57.8,0.1
29-Mar,9 AM,34.3,45.4,0.0
29-Mar,10 AM,30.4,50.1,0.0
29-Mar,11 AM,36.3,49.1,0.2
29-Mar,12 PM,43.6,41.3,0.5
29-Mar,1 PM,44.7,38.9,0.4
29-Mar,2 PM,46.6,34.3,0.2
29-Mar,3 PM,47.8,32.1,0.3
29-Mar,4 PM,47.2,35.3,0.2
29-Mar,5 PM,42.9,43.5,0.5
29-Mar,6 PM,36.8,57.3,0.3
29-Mar,7 PM,36.7,54.8,0.1
29-Mar,8 PM,36.6,54.6,0.0
29-Mar,9 PM,36.0,55.7,0.2
29-Mar,10 PM,35.5,56.3,0.1
29-Mar,11 PM,35.1,57.5,0.0
30-Mar,12 AM,34.9,58.6,0.0
30-Mar,1 AM,34.5,59.6,0.0
30-Mar,2 AM,34.4,61.0,0.0
30-Mar,3 AM,34.1,62.0,0.0
30-Mar,4 AM,33.6,63.3,0.0
30-Mar,5 AM,33.7,63.2,0.0
30-Mar,6 AM,33.9,63.3,0.0
30-Mar,7 AM,36.8,59.1,0.0
30-Mar,8 AM,40.5,52.1,0.1
30-Mar,9 AM,42.9,46.9,0.0
30-Mar,10 AM,43.3,44.5,0.1
30-Mar,11 AM,43.6,42.6,0.4
30-Mar,12 PM,43.2,43.2,0.7
30-Mar,1 PM,43.1,40.5,0.5
30-Mar,2 PM,44.2,38.5,0.7
30-Mar,3 PM,45.4,36.7,0.3
30-Mar,4 PM,45.8,35.9,0.1
30-Mar,5 PM,45.2,38.0,0.0
30-Mar,6 PM,41.8,43.0,0.0
30-Mar,7 PM,39.3,51.7,0.0
30-Mar,8 PM,37.6,56.5,0.1
30-Mar,9 PM,36.2,58.8,0.1
30-Mar,10 PM,36.1,58.4,0.0
30-Mar,11 PM,35.4,60.1,0.0
1-Apr,12 AM,33.7,63.5,0.0
1-Apr,1 AM,33.3,64.0,0.0
1-Apr,2 AM,33.2,64.6,0.0
1-Apr,3 AM,33.0,64.0,0.0
1-Apr,4 AM,33.5,61.9,0.0
1-Apr,5 AM,33.1,61.1,0.2
1-Apr,6 AM,33.7,58.2,0.2
1-Apr,7 AM,33.6,57.8,1.7
1-Apr,8 AM,36.4,52.5,0.7
1-Apr,9 AM,39.2,46.4,0.9
1-Apr,10 AM,39.4,45.4,0.5
1-Apr,11 AM,41.6,42.6,0.2
1-Apr,12 PM,43.5,39.0,0.6
1-Apr,1 PM,44.0,38.0,0.3
1-Apr,2 PM,43.3,40.1,0.2
1-Apr,3 PM,42.7,40.7,0.2
1-Apr,4 PM,43.0,40.5,0.5
1-Apr,5 PM,38.1,47.7,1.3
1-Apr,6 PM,37.1,48.4,0.6
1-Apr,7 PM,35.9,49.7,1.1
1-Apr,8 PM,34.7,52.9,1.4
1-Apr,9 PM,33.7,56.1,1.6
1-Apr,10 PM,33.2,58.6,1.1
1-Apr,11 PM,33.2,56.3,1.2
2-Apr,12 AM,33.1,54.3,0.9
2-Apr,1 AM,32.4,55.3,1.4
2-Apr,2 AM,32.9,53.5,0.5
2-Apr,3 AM,31.8,53.8,1.2
2-Apr,4 AM,30.6,53.9,1.9
2-Apr,5 AM,30.1,53.6,2.0
2-Apr,6 AM,29.8,53.7,1.8
2-Apr,7 AM,31.2,50.1,1.8
2-Apr,8 AM,32.2,47.6,2.4
2-Apr,9 AM,33.6,45.0,3.0
2-Apr,10 AM,34.5,43.7,2.5
2-Apr,11 AM,35.2,42.4,2.4
2-Apr,12 PM,36.4,41.2,1.0
2-Apr,1 PM,36.0,41.0,0.6
2-Apr,2 PM,37.4,38.7,0.5
2-Apr,3 PM,37.1,38.8,0.7
2-Apr,4 PM,34.1,43.0,1.2
2-Apr,5 PM,33.6,44.6,0.1
2-Apr,6 PM,31.9,47.9,0.3
2-Apr,7 PM,31.2,49.3,0.1
2-Apr,8 PM,29.8,52.2,0.6
2-Apr,9 PM,30.5,50.8,0.1
2-Apr,10 PM,30.3,49.2,0.3
2-Apr,11 PM,30.0,49.5,0.5
3-Apr,12 AM,29.4,50.0,0.7
3-Apr,1 AM,29.8,49.4,0.1
3-Apr,2 AM,29.2,50.2,0.3
3-Apr,3 AM,28.3,52.0,0.5
3-Apr,4 AM,28.2,51.6,0.4
3-Apr,5 AM,27.6,57.3,0.2
3-Apr,6 AM,26.1,64.2,0.1
3-Apr,7 AM,25.7,66.8,0.1
3-Apr,8 AM,26.4,66.4,0.3
3-Apr,9 AM,28.9,61.7,0.3
3-Apr,10 AM,32.1,53.5,0.3
3-Apr,11 AM,34.6,46.6,0.3
3-Apr,12 PM,34.4,42.1,1.4
3-Apr,1 PM,33.4,44.5,1.5
3-Apr,2 PM,34.0,44.0,1.0
3-Apr,3 PM,35.2,42.7,0.3
3-Apr,4 PM,34.4,43.6,0.2
3-Apr,5 PM,33.2,47.0,0.0
3-Apr,6 PM,32.3,48.5,0.0
3-Apr,7 PM,31.5,51.6,0.0
3-Apr,8 PM,30.5,53.5,0.0
3-Apr,9 PM,29.4,56.0,0.1
3-Apr,10 PM,29.0,56.2,0.1
3-Apr,11 PM,29.5,53.8,0.0
4-Apr,12 AM,29.3,55.4,0.0
4-Apr,1 AM,29.1,57.8,0.0
4-Apr,2 AM,28.7,60.7,0.0
4-Apr,3 AM,28.9,61.3,0.0
4-Apr,4 AM,28.8,61.5,0.0
4-Apr,5 AM,28.7,62.4,0.0
4-Apr,6 AM,28.7,61.4,0.0
4-Apr,7 AM,31.0,56.5,0.0
4-Apr,8 AM,35.2,45.4,0.0
4-Apr,9 AM,37.2,41.7,0.1
4-Apr,10 AM,38.6,39.4,0.2
4-Apr,11 AM,39.8,37.8,0.3
4-Apr,12 PM,38.9,38.0,1.5
4-Apr,1 PM,40.1,36.0,1.3
4-Apr,2 PM,41.7,34.0,1.2
4-Apr,3 PM,43.4,32.5,0.7
4-Apr,4 PM,42.5,33.5,0.9
4-Apr,5 PM,41.6,34.6,0.6
4-Apr,6 PM,38.7,38.4,0.5
4-Apr,7 PM,37.0,40.9,0.1
4-Apr,8 PM,35.5,43.5,0.1
4-Apr,9 PM,35.0,44.2,0.0
4-Apr,10 PM,33.9,47.4,0.0
4-Apr,11 PM,32.5,52.0,0.0
5-Apr,12 AM,31.7,54.6,0.0
5-Apr,1 AM,31.0,55.4,0.0
5-Apr,2 AM,30.5,56.0,0.0
5-Apr,3 AM,30.3,55.0,0.1
5-Apr,4 AM,30.1,55.1,0.0
5-Apr,5 AM,29.4,58.4,0.0
5-Apr,6 AM,29.9,59.8,0.0
5-Apr,7 AM,34.5,50.8,0.0
5-Apr,8 AM,37.6,44.1,0.0
5-Apr,9 AM,39.9,38.9,0.1
5-Apr,10 AM,40.7,38.3,0.4
5-Apr,11 AM,42.6,35.0,0.2
5-Apr,12 PM,43.9,32.2,0.4
5-Apr,1 PM,45.0,30.6,0.9
5-Apr,2 PM,44.0,32.0,1.4
5-Apr,3 PM,44.2,31.3,1.0
5-Apr,4 PM,43.5,32.1,1.3
5-Apr,5 PM,42.9,33.2,0.8
5-Apr,6 PM,40.7,36.4,0.2
5-Apr,7 PM,39.0,39.4,0.1
5-Apr,8 PM,37.6,43.3,0.0
5-Apr,9 PM,36.4,45.4,0.0
5-Apr,10 PM,35.5,48.9,0.0
5-Apr,11 PM,34.3,52.2,0.0
6-Apr,12 AM,33.5,54.7,0.0
6-Apr,1 AM,32.8,58.1,0.0
6-Apr,2 AM,31.8,60.6,0.0
6-Apr,3 AM,31.8,60.0,0.0
6-Apr,4 AM,31.4,61.9,0.0
6-Apr,5 AM,30.8,63.2,0.0
6-Apr,6 AM,30.7,62.7,0.0
6-Apr,7 AM,33.0,59.3,0.0
6-Apr,8 AM,37.3,51.2,0.1
6-Apr,9 AM,41.2,42.0,0.0
6-Apr,10 AM,43.5,37.0,0.1
6-Apr,11 AM,43.7,36.4,0.2
6-Apr,12 PM,43.8,35.5,0.3
6-Apr,1 PM,44.1,34.3,0.5
6-Apr,2 PM,46.3,31.6,0.4
6-Apr,3 PM,47.1,31.0,0.2
6-Apr,4 PM,44.3,34.1,0.5
6-Apr,5 PM,42.2,37.4,0.5
6-Apr,6 PM,41.0,40.3,0.4
6-Apr,7 PM,39.3,43.3,0.2
6-Apr,8 PM,38.5,43.9,0.1
6-Apr,9 PM,37.6,46.3,0.0
6-Apr,10 PM,36.8,48.6,0.0
6-Apr,11 PM,36.2,48.5,0.0
7-Apr,12 AM,35.7,49.2,0.2
7-Apr,1 AM,35.6,48.5,0.1
7-Apr,2 AM,34.7,51.3,0.0
7-Apr,3 AM,33.7,54.5,0.0
7-Apr,4 AM,33.1,55.9,0.0
7-Apr,5 AM,32.1,59.3,0.0
7-Apr,6 AM,31.8,59.0,0.2
7-Apr,7 AM,33.1,49.3,1.3
7-Apr,8 AM,35.8,44.2,0.3
7-Apr,9 AM,39.3,40.4,0.0
7-Apr,10 AM,41.0,36.9,0.2
7-Apr,11 AM,41.5,34.8,0.7
7-Apr,12 PM,42.5,33.4,0.4
7-Apr,1 PM,44.2,30.8,0.3
7-Apr,2 PM,46.3,28.1,0.2
7-Apr,3 PM,46.0,27.9,0.5
7-Apr,4 PM,42.3,31.4,1.3
7-Apr,5 PM,39.9,35.1,1.3
7-Apr,6 PM,37.3,38.8,1.1
7-Apr,7 PM,36.4,40.6,0.6
7-Apr,8 PM,36.0,40.1,0.9
7-Apr,9 PM,35.0,42.4,0.4
7-Apr,10 PM,33.9,44.2,0.7
7-Apr,11 PM,34.0,43.3,0.5
8-Apr,12 AM,34.3,42.5,0.0
8-Apr,1 AM,33.6,45.4,0.0
8-Apr,2 AM,32.7,45.5,0.3
8-Apr,3 AM,32.6,43.6,1.0
8-Apr,4 AM,31.9,44.2,1.2
8-Apr,5 AM,31.7,43.0,0.4
8-Apr,6 AM,31.4,42.4,0.5
8-Apr,7 AM,32.7,39.2,1.0
8-Apr,8 AM,34.6,37.6,1.3
8-Apr,9 AM,36.8,34.8,1.4
8-Apr,10 AM,38.4,32.4,1.5
8-Apr,11 AM,38.8,32.0,1.8
8-Apr,12 PM,39.9,31.7,1.2
8-Apr,1 PM,41.2,29.7,1.4
8-Apr,2 PM,43.0,28.7,0.6
8-Apr,3 PM,44.0,28.6,0.4
8-Apr,4 PM,45.7,27.7,0.0
8-Apr,5 PM,43.0,30.8,0.0
8-Apr,6 PM,39.6,33.8,0.0
8-Apr,7 PM,37.7,34.8,0.1
8-Apr,8 PM,36.4,36.7,0.1
8-Apr,9 PM,35.4,39.2,0.1
8-Apr,10 PM,34.4,42.3,0.0
8-Apr,11 PM,33.9,42.4,0.0
9-Apr,12 AM,33.1,45.2,0.0
9-Apr,1 AM,32.4,47.7,0.0
9-Apr,2 AM,31.6,49.0,0.0
9-Apr,3 AM,30.7,52.3,0.0
9-Apr,4 AM,30.4,52.9,0.0
9-Apr,5 AM,29.9,54.0,0.0
9-Apr,6 AM,30.1,53.8,0.0
9-Apr,7 AM,32.0,51.5,0.0
9-Apr,8 AM,34.6,49.5,0.1
9-Apr,9 AM,37.6,43.8,0.0
9-Apr,10 AM,40.5,38.9,0.1
9-Apr,11 AM,41.9,35.7,0.1
9-Apr,12 PM,42.7,32.7,0.2
9-Apr,1 PM,44.1,31.0,0.2
9-Apr,2 PM,44.9,29.9,0.3
9-Apr,3 PM,45.7,29.3,0.0
9-Apr,4 PM,45.7,30.0,0.0
9-Apr,5 PM,43.3,33.2,0.0
9-Apr,6 PM,41.0,39.2,0.0
9-Apr,7 PM,38.7,45.1,0.0
9-Apr,8 PM,36.8,49.6,0.0
9-Apr,9 PM,35.3,51.3,0.0
9-Apr,10 PM,34.5,52.9,0.1
9-Apr,11 PM,33.3,53.0,0.1
10-Apr,12 AM,33.0,54.7,0.0
10-Apr,1 AM,32.2,57.2,0.0
10-Apr,2 AM,31.5,58.4,0.0
10-Apr,3 AM,31.4,56.8,0.0
10-Apr,4 AM,31.0,58.4,0.0
10-Apr,5 AM,30.9,57.8,0.0
10-Apr,6 AM,31.0,59.1,0.0
10-Apr,7 AM,33.9,54.6,0.0
10-Apr,8 AM,37.1,47.8,0.0
10-Apr,9 AM,40.2,41.0,0.1
10-Apr,10 AM,41.1,37.4,0.2
10-Apr,11 AM,42.2,35.7,0.2
10-Apr,12 PM,43.6,34.9,0.2
10-Apr,1 PM,45.1,33.4,0.1
10-Apr,2 PM,46.1,32.8,0.3
10-Apr,3 PM,46.1,32.6,0.2
10-Apr,4 PM,46.2,33.2,0.0
10-Apr,5 PM,44.4,36.1,0.0
10-Apr,6 PM,42.0,41.0,0.0
10-Apr,7 PM,39.9,46.0,0.0
10-Apr,8 PM,38.5,49.1,0.0
10-Apr,9 PM,37.1,52.8,0.0
10-Apr,10 PM,36.2,55.5,0.0
10-Apr,11 PM,34.8,57.8,0.0
11-Apr,12 AM,34.2,58.1,0.0
11-Apr,1 AM,33.7,59.6,0.0
11-Apr,2 AM,33.1,60.6,0.0
11-Apr,3 AM,32.8,61.4,0.0
11-Apr,4 AM,32.3,62.6,0.0
11-Apr,5 AM,31.8,64.1,0.1
11-Apr,6 AM,32.5,63.5,0.0
11-Apr,7 AM,34.8,60.8,0.0
11-Apr,8 AM,38.6,54.7,0.0
11-Apr,9 AM,40.2,51.1,0.1
11-Apr,10 AM,41.4,48.2,0.1
11-Apr,11 AM,42.8,43.6,0.2
11-Apr,12 PM,43.7,41.1,0.3
11-Apr,1 PM,45.0,39.5,0.3
11-Apr,2 PM,45.5,38.3,0.2
11-Apr,3 PM,43.7,41.2,0.0
11-Apr,4 PM,41.2,47.5,0.1
11-Apr,5 PM,40.4,48.2,0.2
11-Apr,6 PM,39.2,50.5,0.1
11-Apr,7 PM,38.7,50.6,0.0
11-Apr,8 PM,37.8,54.2,0.0
11-Apr,9 PM,36.8,57.8,0.0
11-Apr,10 PM,36.0,59.0,0.0
11-Apr,11 PM,35.5,60.6,0.1
12-Apr,12 AM,35.2,62.5,0.1
12-Apr,1 AM,34.8,63.2,0.1
12-Apr,2 AM,34.7,63.2,0.0
12-Apr,3 AM,34.2,63.8,0.0
12-Apr,4 AM,33.6,64.9,0.0
12-Apr,5 AM,33.3,65.5,0.0
12-Apr,6 AM,33.5,65.5,0.0
12-Apr,7 AM,35.4,62.7,0.0
12-Apr,8 AM,37.8,58.7,0.1
12-Apr,9 AM,40.7,52.7,0.1
12-Apr,10 AM,42.3,49.0,0.1
12-Apr,11 AM,42.8,46.5,0.2
12-Apr,12 PM,43.8,44.0,0.2
12-Apr,1 PM,42.5,46.0,0.8
12-Apr,2 PM,42.3,43.9,0.3
12-Apr,3 PM,43.1,42.5,0.1
12-Apr,4 PM,43.7,39.9,0.2
12-Apr,5 PM,42.6,40.5,0.0
12-Apr,6 PM,41.3,45.6,0.1
12-Apr,7 PM,38.3,53.7,0.1
12-Apr,8 PM,37.6,55.7,0.0
12-Apr,9 PM,37.0,56.9,0.0
12-Apr,10 PM,36.0,59.3,0.0
12-Apr,11 PM,35.4,59.9,0.0
13-Apr,12 AM,34.8,60.9,0.0
13-Apr,1 AM,34.2,62.7,0.0
13-Apr,2 AM,34.1,63.7,0.0
13-Apr,3 AM,34.4,63.8,0.0
13-Apr,4 AM,34.2,64.3,0.0
13-Apr,5 AM,34.0,64.9,0.0
13-Apr,6 AM,34.1,65.4,0.0
13-Apr,7 AM,36.4,62.0,0.0
13-Apr,8 AM,38.0,58.8,0.0
13-Apr,9 AM,40.2,54.1,0.1
13-Apr,10 AM,41.8,50.4,0.0
13-Apr,11 AM,43.0,47.5,0.1
13-Apr,12 PM,43.8,44.4,0.3
13-Apr,1 PM,45.7,40.8,0.2
13-Apr,2 PM,47.1,37.8,0.3
13-Apr,3 PM,46.8,37.9,0.3
13-Apr,4 PM,44.6,38.7,0.8
13-Apr,5 PM,44.8,38.8,0.1
13-Apr,6 PM,42.1,43.4,0.0
13-Apr,7 PM,40.2,48.1,0.0
13-Apr,8 PM,38.6,53.7,0.0
13-Apr,9 PM,37.5,55.6,0.0
13-Apr,10 PM,36.6,56.6,0.0
13-Apr,11 PM,35.8,58.6,0.0
14-Apr,12 AM,35.3,59.7,0.0
14-Apr,1 AM,34.2,62.1,0.0
14-Apr,2 AM,33.6,63.2,0.0
14-Apr,3 AM,33.2,63.7,0.0
14-Apr,4 AM,32.6,64.5,0.0
14-Apr,5 AM,32.4,64.9,0.0
14-Apr,6 AM,32.9,64.6,0.0
14-Apr,7 AM,35.7,61.5,0.0
14-Apr,8 AM,40.0,54.6,0.0
14-Apr,9 AM,42.1,48.8,0.0
14-Apr,10 AM,42.3,46.8,0.1
14-Apr,11 AM,43.1,45.3,0.2
14-Apr,12 PM,44.0,42.5,0.2
14-Apr,1 PM,45.5,39.4,0.3
14-Apr,2 PM,47.2,37.1,0.2
14-Apr,3 PM,47.4,37.0,0.5
14-Apr,4 PM,47.1,35.0,0.4
14-Apr,5 PM,46.2,34.7,0.0
14-Apr,6 PM,43.4,38.7,0.0
14-Apr,7 PM,40.7,46.1,0.1
14-Apr,8 PM,39.7,47.0,0.0
14-Apr,9 PM,37.9,52.2,0.0
14-Apr,10 PM,37.0,53.7,0.0
14-Apr,11 PM,36.0,56.0,0.0
15-Apr,12 AM,35.1,58.1,0.0
15-Apr,1 AM,34.6,59.7,0.0
15-Apr,2 AM,34.3,60.6,0.0
15-Apr,3 AM,33.7,61.5,0.0
15-Apr,4 AM,33.1,63.0,0.0
15-Apr,5 AM,32.9,63.5,0.0
15-Apr,6 AM,33.3,63.7,0.0
15-Apr,7 AM,36.5,59.7,0.0
15-Apr,8 AM,39.9,54.6,0.1
15-Apr,9 AM,41.8,49.2,0.2
15-Apr,10 AM,42.6,45.7,0.2
15-Apr,11 AM,43.6,42.3,0.2
15-Apr,12 PM,45.0,39.1,0.3
15-Apr,1 PM,46.2,37.8,0.2
15-Apr,2 PM,47.9,35.0,0.4
15-Apr,3 PM,47.4,35.2,0.3
15-Apr,4 PM,47.0,36.7,0.2
15-Apr,5 PM,45.9,34.3,0.3
15-Apr,6 PM,42.9,35.9,0.1
15-Apr,7 PM,40.7,41.3,0.0
